#{"t_start": 1641665631.797942, "env_id": null}
r,l,t
-96,3,45.28293
-105,1,45.284931
-102,3,45.28793
114,9,45.29793
-109,7,45.30593
-81,8,45.31393
-78,10,45.324931
-94,4,45.32993
-97,2,45.331929
-109,3,45.33593
-97,2,45.337929
-98,6,45.34493
-97,2,45.34693
-99,5,45.35293
-105,1,45.35393
-98,6,45.35993
-112,10,45.369929
-107,4,45.374931
-110,2,45.37693
-111,9,45.386931
-105,1,45.38793
-102,3,45.390929
-140,27,45.41793
-114,8,45.426931
-112,5,45.431929
-91,10,45.44293
-112,5,45.447929
-17,16,45.46593
-105,1,45.466931
-97,2,45.469929
-107,4,45.47393
-105,1,45.47593
-128,33,45.507929
10,8,45.51693
-107,4,45.52193
-106,9,45.53093
-105,1,45.532929
-116,7,45.539929
-94,4,45.543929
-104,2,45.546931
-97,2,45.548929
-116,12,45.562931
-105,1,45.564931
-113,22,45.586954
177,26,45.614959
-107,4,45.618954
-105,1,45.620954
-104,2,45.622954
-105,1,45.623954
-99,5,45.629954
-97,2,45.631954
-97,2,45.634959
-89,16,45.651954
-97,2,45.654959
-97,2,45.656954
-96,3,45.660958
-105,1,45.661954
-89,3,45.665954
-108,24,45.689958
-107,4,45.693954
-97,2,45.696954
-105,1,45.697954
-105,1,45.699954
-97,2,45.701958
-102,3,45.705958
-109,8,45.713954
-109,7,45.720958
-181,23,45.742954
-86,4,45.747958
-44,25,45.772954
-94,4,45.776955
-88,4,45.781954
-105,1,45.782954
-133,16,45.798958
-122,8,45.806958
-95,4,45.810958
-105,1,45.812954
-89,3,45.815954
-95,9,45.825955
-95,19,45.845955
-110,2,45.847954
-102,3,45.851954
-106,9,45.860954
-106,5,45.865955
-113,11,45.876954
-97,2,45.879954
-102,3,45.882954
-112,5,45.887954
-105,1,45.889955
-94,4,45.893954
-99,5,45.899954
-102,3,45.902954
185,16,45.920954
-107,4,45.924954
-118,10,45.934954
-99,9,45.944954
-119,9,45.953954
-102,3,45.957955
-124,11,45.968943
-71,6,45.975943
-97,2,45.977943
-97,2,45.980943
-94,4,45.984943
102,14,45.999943
-105,1,46.001954
-97,2,46.003954
-105,1,46.005955
-109,7,46.012954
-79,31,46.043954
-85,10,46.053954
-86,5,46.059954
-105,1,46.060954
-139,16,46.076954
-109,8,46.084954
-89,3,46.088955
-61,30,46.117959
-105,1,46.119954
-129,11,46.130954
-109,7,46.137955
-104,2,46.140954
-105,1,46.141954
-105,12,46.154194
-94,4,46.159194
-100,5,46.164194
-94,4,46.169196
-96,7,46.176182
-104,2,46.179195
-97,2,46.181195
-110,2,46.183194
-96,3,46.187194
-85,7,46.194195
-97,2,46.197194
-105,1,46.198195
-65,28,46.226196
-104,6,46.233194
-89,3,46.236195
-101,8,46.245198
-102,4,46.249195
-98,10,46.259196
-108,14,46.273194
-105,1,46.275194
-144,32,46.306198
-102,3,46.310198
-98,6,46.316195
-105,1,46.3182
-105,1,46.319196
272,33,46.355195
-110,2,46.357195
-105,1,46.359198
-7,14,46.374194
-99,6,46.380195
-105,1,46.382194
-107,5,46.387194
-105,1,46.388195
-100,10,46.399198
-97,2,46.401194
-89,3,46.405194
-97,2,46.407194
-105,1,46.409198
-104,6,46.415195
-105,1,46.417195
-110,2,46.419198
-92,6,46.425194
-105,1,46.427199
-97,2,46.429195
-105,1,46.431195
-106,13,46.444194
-105,1,46.446194
-109,7,46.453194
-20,19,46.472195
-109,7,46.480195
-110,2,46.482194
-88,4,46.487195
-105,1,46.488196
-97,2,46.491194
-129,12,46.503195
-119,12,46.515194
-96,7,46.522194
-102,3,46.525195
-105,11,46.537194
-104,2,46.539196
-110,2,46.542194
-105,1,46.543195
9,19,46.564194
-109,7,46.573194
-105,1,46.574195
-105,1,46.576195
-99,5,46.581194
-105,1,46.582195
-112,5,46.588196
-97,2,46.591195
93,20,46.612195
-99,5,46.618195
-94,5,46.623195
-105,1,46.625195
-65,11,46.637194
-80,33,46.672194
-107,5,46.677195
-105,1,46.679194
-111,10,46.689195
-129,11,46.700194
-104,2,46.702194
102,14,46.718195
-96,12,46.731194
-94,4,46.735195
-104,6,46.741194
-93,5,46.747195
37,37,46.786195
10,8,46.795194
-105,1,46.796194
-105,1,46.798198
-97,2,46.800199
-97,2,46.803195
-105,1,46.804195
-105,1,46.806195
-105,1,46.807199
-94,5,46.813194
-105,1,46.814194
-105,1,46.815194
-97,2,46.818195
-101,8,46.826195
-18,17,46.844194
-105,1,46.845195
-110,2,46.848195
-115,3,46.851194
-112,6,46.857195
-94,4,46.862194
-109,7,46.869199
-105,1,46.871198
-96,7,46.878198
-97,2,46.880198
-104,6,46.887198
-101,8,46.895195
-86,4,46.900194
-107,4,46.904194
-105,1,46.906194
-119,9,46.915195
-93,13,46.929199
-109,3,46.932194
-97,2,46.934198
-97,2,46.937199
-97,2,46.939198
-94,4,46.944194
-94,4,46.948195
-105,1,46.950198
-108,14,46.964198
-95,8,46.972194
-98,6,46.978194
-109,7,46.986194
-101,19,47.005194
-124,10,47.015194
-94,4,47.020195
-105,1,47.021195
-95,8,47.029195
-110,2,47.032194
-102,3,47.035195
-97,2,47.038196
-99,5,47.043194
-96,3,47.047194
-97,2,47.049196
-105,1,47.051194
-104,6,47.057194
-105,1,47.058194
-97,2,47.061195
-105,1,47.062196
-102,3,47.066194
-94,4,47.070194
108,19,47.091194
-97,2,47.093196
-17,22,47.116195
-90,8,47.125195
-85,7,47.132195
-85,7,47.140195
-104,2,47.142195
-99,5,47.147194
-97,2,47.150194
-107,4,47.154194
-89,3,47.158194
-102,3,47.161194
-89,3,47.165195
-105,1,47.166194
-112,5,47.171195
-102,3,47.175195
-102,3,47.178194
-94,4,47.183194
-120,17,47.200196
-107,10,47.210196
-115,3,47.213195
-112,5,47.219194
-104,7,47.226195
-105,1,47.228195
-105,1,47.229195
-155,21,47.250196
-114,8,47.258194
-104,2,47.261195
-117,15,47.276183
-98,6,47.282195
-80,6,47.289194
-116,12,47.301195
-105,1,47.302198
-97,2,47.305194
-118,11,47.316195
-99,5,47.322195
-105,1,47.323195
-104,5,47.328195
-97,2,47.331195
-89,3,47.335199
-131,17,47.351194
-105,1,47.353194
96,19,47.373195
-118,10,47.383194
-105,1,47.385198
-99,5,47.390195
-97,2,47.393198
-110,2,47.395195
-104,6,47.4022
-102,3,47.405195
-102,3,47.408194
-105,1,47.410195
-117,6,47.416195
-94,4,47.421198
-114,8,47.429199
-107,4,47.433199
-105,1,47.435194
-97,2,47.437195
-102,3,47.441195
187,13,47.455194
-110,2,47.458194
-97,2,47.460195
-97,2,47.463194
-94,4,47.467194
7,9,47.477199
-99,5,47.482198
-102,10,47.492198
-105,1,47.494198
89,18,47.513194
-102,3,47.517194
-105,1,47.518194
-97,2,47.521194
-124,10,47.531195
-99,5,47.536194
-93,5,47.542196
-104,2,47.544194
-94,4,47.549194
-105,1,47.550195
145,27,47.579195
-105,1,47.581194
-107,4,47.586195
-99,7,47.593194
-102,3,47.597195
-114,8,47.605195
-128,17,47.622195
-114,8,47.630194
-96,3,47.633194
-94,4,47.638194
-105,1,47.639194
-97,2,47.642195
-102,3,47.645194
-102,3,47.648194
-102,3,47.652196
-104,6,47.658194
-97,2,47.660196
-105,1,47.662194
-100,10,47.672194
-117,6,47.678194
-107,4,47.683194
-107,4,47.687194
-102,3,47.690196
-105,1,47.692195
-112,5,47.697194
-100,10,47.707194
-114,8,47.716194
106,19,47.735194
-97,2,64.852301
126,31,64.887301
-104,2,64.889301
-95,16,64.907301
-105,1,64.909301
-126,29,64.940301
-116,11,64.953301
-107,4,64.957301
-136,22,64.981301
-115,14,64.996301
-202,31,65.032301
-94,4,65.037301
-110,2,65.040301
-105,1,65.042301
-94,4,65.0463
-96,7,65.054301
-114,8,65.063301
-88,12,65.077301
-165,22,65.0993
-177,29,65.128314
-112,11,65.140317
-102,3,65.143312
-97,2,65.146312
-101,12,65.159317
-105,1,65.160317
-93,5,65.166313
-302,46,65.210317
-99,5,65.216313
-114,8,65.223894
-118,26,65.250881
-112,13,65.263893
-99,5,65.269892
-102,3,65.272881
-97,2,65.275892
-5,11,65.286892
-119,9,65.295892
-102,3,65.299896
-104,6,65.305892
-31,14,65.319892
-86,9,65.329892
-105,1,65.331897
-105,1,65.332892
-102,4,65.337892
-105,1,65.338892
-105,1,65.340896
179,13,65.354896
-97,2,65.356893
-101,8,65.364892
-102,3,65.368897
-106,5,65.373897
5,9,65.383897
-93,6,65.389897
-97,2,65.392892
-104,6,65.398892
-107,4,65.402892
-146,20,65.421893
-104,2,65.424892
-96,3,65.427896
-116,12,65.439896
-93,5,65.445892
-105,1,65.446892
-104,2,65.449896
-102,3,65.452892
-111,15,65.467892
-111,6,65.473892
-97,2,65.476892
-99,5,65.481896
-105,1,65.483896
-97,2,65.485892
-98,6,65.492892
96,24,65.517896
-107,4,65.521894
-94,4,65.526892
-105,1,65.527896
-117,15,65.542892
-102,3,65.546892
-105,1,65.547892
-81,4,65.551894
-97,2,65.554893
-99,5,65.559892
-151,23,65.582892
-95,9,65.591893
-105,1,65.593892
-95,9,65.602892
-105,1,65.604892
-99,19,65.623893
-104,6,65.630892
-97,2,65.632893
-105,1,65.634892
-92,15,65.649893
-121,22,65.671893
81,24,65.695892
-105,1,65.697893
1,46,65.742892
-198,25,65.768892
-112,20,65.789881
-104,6,65.795892
-101,12,65.808892
-105,12,65.820892
-111,13,65.833892
-105,1,65.835892
-95,13,65.848892
-1247,44,65.891892
-99,5,65.896892
-157,37,65.934892
-80,10,65.944892
-105,1,65.946892
-97,2,65.948892
-15,18,65.967892
-112,5,65.972893
-107,4,65.977896
-102,3,65.980892
-54,56,66.035892
-112,5,66.041896
-96,3,66.044893
-93,5,66.049893
-97,2,66.052894
-107,4,66.056896
-105,1,66.058896
-112,5,66.063892
-96,3,66.066892
5,11,66.078893
-99,5,66.083893
-94,4,66.088892
-83,12,66.101892
-25,14,66.115894
-105,1,66.117893
-118,10,66.127892
-170,44,66.171892
-99,5,66.177894
242,67,66.244003
-101,4,66.249004
-1225,31,66.278003
-105,1,66.279004
-85,12,66.292003
-97,2,66.294003
-102,3,66.298005
-88,12,66.310003
-98,6,66.317003
-139,16,66.332003
-91,6,66.339003
-98,6,66.345003
-87,14,66.360003
-105,1,66.361003
-88,22,66.384003
-94,4,66.389004
-110,2,66.391003
-102,3,66.394003
-104,2,66.397007
-97,2,66.399003
-105,1,66.401004
-102,3,66.404003
-102,3,66.408003
-105,1,66.409003
-94,4,66.413003
-102,3,66.417004
-34,22,66.439003
-102,3,66.442003
-102,3,66.446008
-110,2,66.448004
-105,1,66.450007
-112,5,66.455003
-125,13,66.467007
-96,20,66.488003
-30,15,66.504003
-126,16,66.520007
-105,1,66.521004
-94,4,66.526004
-105,1,66.527004
74,48,66.576003
-102,3,66.579007
-96,3,66.583003
-148,19,66.601003
-96,11,66.613003
-104,6,66.619007
-86,9,66.629003
-101,8,66.637003
-105,1,66.639004
-105,1,66.640007
-107,4,66.645003
4,13,66.659004
-102,3,66.662003
-89,3,66.666003
-87,14,66.680003
-105,1,66.682003
-89,3,66.685004
-62,27,66.712003
-105,1,66.714003
-109,7,66.721003
-135,15,66.735003
-68,8,66.744004
-97,2,66.747003
-107,4,66.751004
-105,1,66.753003
-114,8,66.761003
-105,1,66.762003
-105,1,66.764003
-98,15,66.781004
-29,16,66.798005
-93,5,66.803003
-131,17,66.820003
-43,23,66.843003
-102,3,66.847003
-105,1,66.848004
-1124,65,66.911003
-97,2,66.914003
-268,29,66.941007
-114,8,66.949004
-114,14,66.963003
-105,1,66.964003
-105,1,66.966004
-101,9,66.975003
-97,2,66.978004
-98,6,66.984003
1,37,67.021007
-105,1,67.023003
-94,4,67.027003
-105,1,67.029004
-102,3,67.032003
-94,5,67.037007
-78,11,67.049008
-105,1,67.051003
-96,8,67.059008
-105,1,67.061003
-98,6,67.067003
31,44,67.111008
-91,10,67.122003
-101,8,67.130007
-101,4,67.135003
-117,6,67.141003
-105,1,67.143003
-105,1,67.144003
-178,37,67.180116
-118,13,67.193003
-6,9,67.202003
-105,1,67.204004
-101,8,67.213003
-102,3,67.216003
-90,10,67.226004
-102,3,67.230003
-90,8,67.238003
-117,6,67.243993
-93,6,67.251003
-97,3,67.254003
-107,4,67.258003
-119,11,67.269004
-101,4,67.274003
-97,2,67.276003
-94,4,67.280003
-97,2,67.283003
-106,9,67.292003
-101,8,67.300003
-91,6,67.307004
-97,2,67.309005
-102,3,67.313003
-86,5,67.318003
-295,31,67.347004
-109,7,67.354003
-97,2,67.357005
-54,55,67.413003
-101,4,67.417004
-105,1,67.419004
-104,6,67.425003
-104,6,67.431003
137,30,67.462003
-157,20,67.481003
-107,4,67.485003
-101,12,67.498008
-105,1,67.499004
-105,1,67.501007
-108,8,67.509004
-97,2,67.511003
-105,1,67.513004
-105,11,67.524007
-114,8,67.532007
164,24,67.557003
-108,17,67.575007
-171,41,67.616003
-105,1,67.618008
-104,6,67.624003
-107,4,67.629003
-89,3,67.632003
-102,3,67.635003
-97,2,67.638007
-94,4,67.642003
-97,2,67.645003
-146,20,67.664003
-105,1,67.666003
-102,3,67.669007
-94,4,67.674003
-96,3,67.677004
-104,6,67.684003
-105,1,67.685003
-1,8,67.694003
-102,3,67.698007
-125,17,67.714004
157,25,67.740003
-105,1,67.742003
-107,4,67.746003
-75,12,67.759004
-89,3,67.763003
-104,2,67.765003
-99,5,67.770005
-88,4,67.775003
-93,5,67.782003
-96,6,67.789005
-112,10,67.799004
-105,1,67.801003
-114,8,67.809004
-90,8,67.817003
-112,5,67.822004
-89,3,67.826004
-103,7,67.833003
-94,4,67.838003
-109,8,67.846003
-259,39,67.884003
-105,1,67.886003
-105,1,67.888005
-96,3,67.891003
-97,2,67.893003
-105,1,67.894993
-94,4,67.899003
-101,4,67.904003
-107,4,67.908003
-107,4,67.912003
-114,8,67.920003
-93,5,67.926003
-100,10,67.936003
-97,3,67.940005
-112,5,67.945003
-97,2,67.947003
-105,1,67.949004
-105,1,67.950005
-97,2,67.953003
-107,4,67.957003
-110,11,67.968004
-97,2,67.970005
-99,6,67.977003
-102,3,67.980004
-102,3,67.984003
-105,1,67.985003
-97,2,67.988003
-109,7,67.995003
-107,5,68.000004
-105,1,68.002003
-102,3,68.005003
-105,1,68.006004
-97,2,68.009004
-105,1,68.010004
-79,5,68.016003
-79,5,68.022003
-97,2,68.024003
-110,2,68.027004
-93,5,68.032003
-89,3,68.036003
-113,9,68.045003
-94,4,68.049008
-144,19,68.067003
-127,24,68.091007
-80,6,68.098003
-123,11,68.109008
-96,3,68.112003
-101,13,68.125007
-131,17,68.142007
-105,1,68.143003
-105,1,68.145003
-131,18,68.162003
-97,2,68.165007
-108,14,68.179008
-114,9,68.188007
-104,2,68.190007
-102,3,68.194003
-105,1,68.195003
-105,1,68.197003
-99,5,68.202003
-105,1,68.204007
-101,8,68.212003
-105,1,68.213003
-97,2,68.216005
-115,9,68.225003
-95,5,68.231003
-105,1,68.232008
-105,1,68.234003
-117,13,68.247067
-105,1,68.248639
-104,6,68.25504
-88,4,68.259175
-183,24,68.282171
-94,4,68.286171
-151,27,68.313171
-111,13,68.326171
-97,2,68.328171
-105,1,68.330171
-97,2,68.332171
-1136,57,68.38717
-97,2,68.390171
-105,1,68.391172
-105,1,68.393171
45,54,68.447171
-104,6,68.453171
-105,1,68.455171
-102,3,68.458171
-99,5,68.463171
-109,7,68.471172
-3,12,68.483171
-105,1,68.485171
-94,4,68.489175
-108,16,68.506171
109,17,68.524171
-97,2,68.526171
-108,8,68.535172
-85,7,68.542171
-97,2,68.544171
-13,24,68.56917
-132,29,68.599159
-102,3,68.602172
-29,20,68.623171
-108,8,68.631172
118,13,68.64517
-106,9,68.654171
-97,2,68.657171
-97,2,68.659171
-89,3,68.663172
-121,8,68.671171
-97,2,68.673175
-157,19,68.691171
-104,6,68.69717
-131,16,68.713171
-112,5,68.718171
-123,12,68.730175
-94,4,68.734171
-79,6,68.741171
-105,17,68.75817
-105,1,68.760175
-99,5,68.765171
-89,3,68.768171
-97,2,68.771174
-104,6,68.777175
-97,2,68.780171
-89,3,68.783171
-112,5,68.789707
-86,5,68.796707
-96,3,68.799707
-97,2,68.802733
-107,4,68.806733
-107,4,68.810732
-114,4,68.815732
-114,8,68.823732
-105,1,68.825732
-102,3,68.828732
-158,35,68.862732
-93,13,68.876733
-110,2,68.879732
-105,1,68.880733
-102,3,68.883732
-89,3,68.887732
-105,1,68.888732
-97,2,68.891732
-1130,38,68.928735
-110,21,68.948731
-105,1,68.950736
-113,14,68.964732
-99,5,68.969732
-88,12,68.982733
-89,3,68.986732
-107,4,68.990736
-130,13,69.003731
-102,3,69.006736
-97,2,69.008732
-96,7,69.016732
-89,3,69.019732
-99,5,69.025732
-105,1,69.026732
-105,1,69.028732
-212,25,69.051732
-76,23,69.073733
-102,3,69.077736
-75,9,69.086732
-102,3,69.090732
19,32,69.122722
-105,1,69.123736
-100,5,69.129735
-105,1,69.130732
-105,6,86.212286
-105,1,86.214286
-125,13,86.227286
-110,2,86.230286
-94,4,86.235286
-87,5,86.241286
-105,1,86.242286
-107,4,86.247286
-89,3,86.251286
-117,13,86.265286
-119,10,86.276286
-106,8,86.284286
-101,7,86.292286
-1,8,86.302286
-76,7,86.311031
-91,6,86.317794
-94,4,86.322795
-97,2,86.325794
-105,1,86.326794
-106,5,86.332794
-86,5,86.338794
-102,3,86.341794
-110,2,86.344794
-117,6,86.350794
-105,1,86.352794
-94,5,86.358794
-101,8,86.367795
-105,1,86.369794
-97,2,86.372794
-110,2,86.374794
90,18,86.394795
-111,12,86.407795
-97,2,86.410795
-119,14,86.424795
-109,7,86.432795
-105,1,86.434795
-26,13,86.448795
-140,19,86.467794
-105,1,86.469797
-119,10,86.479795
-94,6,86.486796
-94,5,86.491795
-123,19,86.510795
-107,4,86.514795
-94,4,86.519798
-97,2,86.521795
-97,2,86.524808
-102,3,86.527808
-20,26,86.554807
-105,1,86.556807
103,16,86.573807
-105,1,86.574808
-66,9,86.584807
-104,6,86.591811
-116,12,86.603812
85,24,86.628807
-103,7,86.636807
-94,4,86.640811
-102,3,86.644811
-109,7,86.651812
-102,3,86.655811
-90,8,86.663807
-105,1,86.665807
-97,2,86.667807
-99,19,86.687811
-124,25,86.712807
-94,4,86.716807
174,20,86.737807
-97,2,86.740811
-97,2,86.742807
-106,10,86.752807
-127,10,86.762807
-89,3,86.766812
-97,2,86.768807
-119,14,86.782811
-122,15,86.797811
-111,15,86.813807
-109,3,86.816807
-97,2,86.819809
-104,6,86.825811
-97,2,86.827807
-94,4,86.832807
-104,2,86.834807
-89,3,86.838807
-99,5,86.843807
-104,6,86.849808
-105,1,86.851807
-116,10,86.861807
-89,3,86.864807
-102,4,86.868807
-110,2,86.871807
-102,3,86.874807
-88,18,86.893807
-2,13,86.906807
-105,1,86.908807
-97,2,86.911808
-99,5,86.916807
-102,3,86.919809
-107,4,86.924807
-91,6,86.930807
-97,2,86.932807
-97,2,86.935807
-82,13,86.949808
-104,6,86.955807
87,18,86.976807
-105,1,86.977808
-6,10,86.988797
-42,21,87.011808
-103,7,87.018807
-116,12,87.030807
-105,1,87.032807
-97,2,87.034807
-81,4,87.039808
-101,8,87.047807
-105,1,87.048807
-64,12,87.061807
-102,3,87.064807
-105,1,87.066807
-120,14,87.080807
-90,8,87.088807
-102,3,87.091807
-23,25,87.118807
-97,2,87.120807
-96,8,87.128807
-104,6,87.135807
-76,7,87.143807
-90,8,87.151807
-97,2,87.154811
-105,1,87.155807
-102,3,87.158811
0,11,87.170811
-105,1,87.172807
-97,2,87.174807
-105,1,87.176807
-105,1,87.177807
-105,1,87.178807
-97,2,87.181811
-97,2,87.183807
-109,7,87.191808
-112,5,87.196808
-97,2,87.199812
-97,2,87.201807
-105,1,87.202811
-93,5,87.208807
-106,9,87.217807
-94,4,87.222811
-101,8,87.230811
-95,10,87.240811
-105,1,87.242808
-119,14,87.255796
-109,7,87.263796
-99,5,87.268796
-97,2,87.270796
-119,9,87.280796
-98,6,87.286811
-98,6,87.292797
-94,3,87.296807
-94,4,87.300807
-91,12,87.313807
-97,2,87.316807
-97,2,87.318807
-97,2,87.321807
-99,5,87.326811
-105,1,87.327807
-121,19,87.346811
-105,1,87.348807
-35,20,87.368807
-93,5,87.373807
-93,13,87.387807
-41,30,87.418807
176,21,87.440807
-105,1,87.442807
-114,8,87.450807
-132,14,87.464807
-90,8,87.472807
-104,6,87.479808
-111,12,87.490807
-97,2,87.493807
-81,8,87.502807
-89,3,87.505807
-26,15,87.521807
-102,3,87.525807
-104,6,87.531809
